id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
179,brauchen,verb,,to need,Brauchst du Hilfe?,Do you need any help?,487.020139529644,0.92834255863531
180,Hand,noun,die,hand,Ich schreibe mit meiner rechten Hand.,I write with my right hand.,482.190350653515,0.889946095569703
181,etwa,adv,,"about, approximately",Die Führung dauert etwa eine Stunde.,The tour lasts about one hour.,481.894649293752,0.939324547527451
181,etwa,part,,after all,Hat er etwa noch nicht angerufen?,He hasn’t called yet after all?,481.894649293752,0.939324547527451
182,"weitere (r, s)",adj,,"additional, further",Weitere Informationen finden Sie im Internet.,Further information can be found on the internet.,477.951964496912,0.946340454005356
183,Ende,noun,das,end,Das Ende des Romans ist wirklich spannend.,The end of the novel is really exciting.,477.015576857662,0.953263724595744
184,schreiben,verb,,to write,Er schreibt einen Brief an seine Freundin.,He’s writing a letter to his girlfriend.,472.481489341297,0.911388142551315
185,solch,pron,,such,Unter solchen Bedingungen kann ich nicht arbeiten.,I can’t work in such conditions.,470.411579822956,0.957742322255461
186,nie,adv,,never,Das hast du mir nie erzählt.,You never told me that.,466.715312825918,0.922304201633981
187,Fall,noun,der,"fall, case",Der Richter erklärt den Fall für geschlossen.,The judge will close the case.,463.068329388841,0.952789382252104
188,schön,adj,,"beautiful, pleasant, good",Von hier aus hat man einen schönen Blick auf die Stadt.,From here you have a beautiful view of the city.,455.03510911528,0.903270187717143
189,wirklich,adj,,"real, actual",Sein Besuch ist eine wirkliche Überraschung.,His visit is a real surprise.,454.98582555532,0.918149519474819
189,wirklich,adv,,"really, actually",Ich mag dich wirklich gern.,I really like you.,454.98582555532,0.918149519474819
190,denen,pron,,"whom, that","Das sind Klara und Lisa, mit denen ich zusammen in einer Wohnung lebe.","This is Klara and Lisa, with whom I live in an apartment.",453.113050276821,0.964002682506267
191,nennen,verb,,"to name, call","Mein Freund heißt Alexander, aber alle nennen ihn Alex.","My friend’s name ist Alexander, but everybody calls him Alex.",449.12108192002,0.960759731129107
192,warum,adv,,why,Warum hast du mich angerufen?,Why did you call me?,447.741142241127,0.915937996660552
193,ziehen,verb,,"to pull, move","Man muss an der Tür ziehen, um sie zu öffnen.",You have to pull on the door to open it.,446.311919002272,0.931025182419585
194,Wort,noun,das,word,Ich verstehe kein Wort.,I can’t understand a word.,443.749173884326,0.846689832166812
195,"darauf, drauf",pron,,"on it, to it","Das Geschenk ist offensichtlich für Marlene, ihr Name steht darauf.",This gift’s clearly for Marlene; it has her name on it.,434.483864611752,0.957212279216138
196,"eben, ebend",adv,,"just, now","Ich versuche, ihn eben auf dem Handy zu erreichen.",I am just trying to reach him on his mobile phone.,434.23744681195,0.858873180692961
196,"eben, ebend",part,,,Das kann man eben nicht ändern.,There’s nothing you can do about it.,434.23744681195,0.858873180692961
197,Seite,noun,die,"side, page",Das Buch hat 300 Seiten.,The book has 300 pages.,431.28043321432,0.957874460247905
198,Teil,noun,"der, das",part,Die Ausstellung besteht aus drei Teilen.,The exhibition consists of three parts.,428.964105896177,0.946531556381373
199,jung,adj,,young,"Sie war noch jung, als sie Kinder bekam.",She was still young when she had children.,427.239181297559,0.942206009591592
200,vier,num,,four,Oma hat vier Hunde.,Grandma has four dogs.,423.740048540364,0.943487893580359
201,besser,adj,,better,Kevin kann besser schwimmen als sein Bruder.,Kevin swims better than his brother.,421.029452742536,0.956677554097827
202,fast,adv,,almost,Ich hätte fast den Bus verpasst.,I almost missed the bus.,419.945214423406,0.94687848248666
203,schnell,adj,,fast,Mario kann sehr schnell rennen.,Mario can run very fast.,416.101096746487,0.958859833370671
204,Stadt,noun,die,"city, town","London, Paris und Berlin sind große Städte.","London, Paris, and Berlin are big cities.",415.066141987316,0.911241944540788
205,spielen,verb,,to play,Die Kinder spielen im Garten.,The children are playing in the garden.,414.967574867395,0.937018313437225
206,zwar,adv,,"admittedly, to be precise","Wir kommen am Nachmittag an, und zwar um 14:37 Uhr.","We’ll arrive in the afternoon, at 2:37 pm to be precise.",413.193366708817,0.955415066530604
207,Euro,noun,der,euro (unit of currency),In fast allen Ländern der EU kann man mit Euro bezahlen.,In almost all EU countries you can pay in euros.,411.567009230121,0.846581766414223
208,Arbeit,noun,die,work,Es liegt noch viel Arbeit vor uns.,We still have a lot of work ahead of us.,411.271307870358,0.938906338605656
209,"Million, Mio.",noun,die,million,Die Stadt Tokio hat ca. 35 Millionen Einwohner.,The city of Tokyo has about 35 million inhabitants.,410.384203791069,0.883612755535637
210,Problem,noun,das,problem,Sie müssen das Problem so schnell wie möglich lösen.,You have to solve the problem as fast as possible.,406.885071033873,0.940165102428545
211,verstehen,verb,,to understand,"Rede bitte etwas lauter, ich kann dich nicht verstehen.","Please speak a little louder, I can’t understand you.",402.104565717705,0.942186660803218
212,bekommen,verb,,"to get, receive",Natascha bekommt ein Fahrrad zu ihrem Geburtstag.,Natascha is getting a bike for her birthday.,401.907431477863,0.94001104240486
213,meinen,verb,,"to think, have an opinion",Was meinen Sie dazu?,What do you think?,401.266745198377,0.919693327313965
214,davon,pron,,"from it, about it, thereof",Davon wissen wir nichts.,We don’t know anything about that.,401.168178078456,0.963599828767221
215,fahren,verb,,"to drive, ride, go",Christine fährt mit dem Zug nach Amsterdam.,Christine’s taking the train to Amsterdam.,400.62605891889,0.905984170094264
216,kennen,verb,,to know,Wir kennen uns schon lange.,We’ve known each other for a long time.,399.837521959522,0.929376756622241
217,dich,pron,,"you, yourself",Ich hole dich gleich ab.,I’ll pick you up in a moment.,399.443253479838,0.822865034827573
218,Mutter,noun,die,mother,Meine Mutter ist eine starke Frau.,My mother is a strong woman.,396.929791921853,0.871720352088942
219,Woche,noun,die,week,Eine Woche hat sieben Tage.,A week has seven days.,394.859882403512,0.931828113345263
220,Weg,noun,der,"path, way",Der Weg entlang des Flusses ist sehr schön.,The path along the river is very beautiful.,393.775644084381,0.94718537298887
221,weiter,adv,,further,Weitere Informationen zu diesem Thema stehen im Internet.,Further information on this topic is available on the internet.,391.459316766238,0.968674430326712
222,Auge,noun,das,eye,Er hat schöne blaue Augen.,He has beautiful blue eyes.,389.586541487739,0.894074400951911
223,oft,adv,,often,Sie besucht ihre Oma oft.,She visits her grandma often.,388.453019608647,0.956554859941005
224,Leute,noun,die,(pl) people,Ich treffe auf der Party viele nette Leute.,I meet a lot of nice people at the party.,387.861616889121,0.893586499292732
225,allerdings,adv,,"though, indeed, certainly",Das ist allerdings eine interessante Frage.,That is certainly an interesting question.,383.524663612597,0.941446506090179
226,sogar,adv,,"even, in fact",Sogar du kannst die Welt ein bisschen verbessern!,Even you can make the world a little better!,381.750455454019,0.945277011129063
227,jedoch,adv,,however,"Mütter haben viel Kraft, können jedoch nicht alles allein schaffen.","Mothers have a lot of strength; however, they can’t do everything on their own.",381.454754094256,0.903768622406823
228,setzen,verb,,"to set, place, put",Er setzt das Kind auf den Stuhl.,He puts the child in the chair.,381.454754094256,0.965178376684433
228,setzen,verb,,to sit down,Bitte setzen Sie sich.,Please sit down.,381.454754094256,0.965178376684433
229,deshalb,adv,,therefore,"Es gibt bald Regen, deshalb sollten wir ins Haus gehen.","It’s going to rain; therefore, we should go into the house.",379.926963735481,0.928950493245949
230,weit,adj,,"widely, far",Ich möchte später weit weg ziehen.,Someday I want to move somewhere far away.,379.286277455994,0.95684507730878
231,sitzen,verb,,to sit,Auf dem Boden sitzt ein schwarzer Hund.,There’s a black dog sitting on the floor.,377.216367937654,0.901639233959529
232,Vater,noun,der,father,"Weil seine Freundin ein Baby bekommt, wird Timo endlich Vater.","Because his girlfriend is having a baby, Timo is finally becoming a father.",374.456488579866,0.87286905603091
233,dein,pron,,your,Dein Handy klingelt.,Your cell’s ringing.,367.704640865277,0.83882586493404
234,arbeiten,verb,,to work,Marlene arbeitet in einem Krankenhaus.,Marlene works in a hospital.,366.078283386581,0.927017329711589
235,Geld,noun,das,money,Du gibst viel Geld aus.,You spend a lot of money.,366.078283386581,0.920850481583733
236,Unternehmen,noun,das,"enterprise, company",Ich gründe mein eigenes Unternehmen.,I am starting my own company.,365.585447786976,0.812191475240578
237,"nächste (r, s)",adj,,next,Nächste Woche gehen wir schwimmen.,Next week we’re going swimming.,365.141895747331,0.952572201652606
238,erklären,verb,,to explain,Max erklärt mir komplizierte Dinge.,Max explains complicated things to me.,365.04332862741,0.948368100745174
239,klar,adj,,clear,Das Wasser ist sehr klar.,The water is very clear.,364.0576574282,0.938591306860215
240,"Doktor, Dr.",noun,der,doctor,"Wenn ich Schmerzen habe, gehe ich zu einem Doktor.","Whenever I’m in pain, I go to a doctor.",362.579150629386,0.773360686100765
241,Paar,noun,das,"pair, couple",Zwei Schuhe machen ein Paar.,Two shoes make a pair.,362.283449269623,0.915713392774864
241,Paar,pron,,a few,Wir brauchen dafür nur ein paar Minuten.,We only need a few minutes for that.,362.283449269623,0.915713392774864
242,Recht,noun,das,"right, law",Menschen haben Rechte.,People have rights.,361.642762990136,0.936860839027185
242,Recht,adj,,all right,Deine Idee ist mir recht.,I’m fine with your idea.,361.642762990136,0.936860839027185
242,Recht,part,,"rather, quite",Das Zimmer ist recht klein.,The room is quite small.,361.642762990136,0.936860839027185
243,wegen,prep,,because of,Ich mag dich wegen deiner Augen.,I like you because of your eyes.,358.192913792901,0.931859498462203
244,dir,pron,,you,"Ich möchte dir ein besonderes Geschenk kaufen, was wünschst du dir?","I want to buy you a special gift, what do you wish for?",357.749361753257,0.828988342159412
245,Wasser,noun,das,water,Ich trinke nur Wasser.,I only drink water.,357.207242593691,0.86570655687953
246,bestehen,verb,,"to exist, insist, pass (an exam)",Hoffentlich besteht Anja die Prüfung.,Hopefully Anja passes the exam.,355.925870034718,0.936309059175123
247,versuchen,verb,,"to try, attempt","Ich versuche, die Prüfung zu bestehen.",I’m trying to pass the exam.,354.644497475745,0.94844819053521
248,Punkt,noun,der,"dot, point, period",Am Ende eines Satzes ist ein Punkt.,At the end of a sentence is a period.,354.447363235903,0.886670799045862
249,Grund,noun,der,"reason, basis",Es gibt mehrere Gründe für einen Streit.,There are several reasons for a dispute.,354.250228996061,0.964277743384353
250,Kopf,noun,der,head,Auf dem Hals befindet sich der Kopf.,On the neck is the head.,353.11670711697,0.888789079029125
251,beginnen,verb,,to begin,Mit der Arbeit beginne ich erst morgen.,I won’t start work until tomorrow.,350.455394879103,0.946541426947245
252,laufen,verb,,to run,Die Zeit läuft uns davon.,We’re running out of time.,348.976888080288,0.944371015077121
253,Bild,noun,das,picture,Clarita malt gerne Bilder von Blumen.,Clarita likes to paint pictures of flowers.,347.695515521315,0.93711370274481
254,verschieden,adj,,"different, diverse",Alle Menschen sind verschieden.,All people are different.,344.738501923685,0.917638047175777
255,Name,noun,der,name,Mein Name ist Lisa und sie heißt Anika.,My name is Lisa and her name is Anika.,341.190085606529,0.934278842892144
256,Aufgabe,noun,die,"task, assignment, job",Ich löse eine mathematische Aufgabe.,I’m solving a mathematical problem.,339.465161007912,0.873344758507705
257,schwer,adj,,"difficult, heavy",Das ist eine schwere Frage.,That’s a tough question.,338.972325408307,0.950699252286694
258,entsprechen,verb,,to correspond,Das entspricht unserer Idee.,This corresponds to our idea.,337.986654209097,0.914638316103733
259,treffen,verb,,to meet,Morgen treffe ich mich mit einigen Freunden.,Tomorrow I’m meeting some friends.,336.655998090163,0.957468791539694
260,Art,noun,die,"type, kind",Es gibt verschiedene Arten von Tieren.,There are different kinds of animals.,336.557430970242,0.95189998444833
261,wohl,adv,,well,Er fühlt sich wohl.,He feels well.,335.768894010874,0.93853724447647
261,wohl,part,,probably,"Es ist wohl besser, wenn er geht.",It’s probably better if he leaves.,335.768894010874,0.93853724447647
262,Geschichte,noun,die,"history, story",Ich lese und schreibe gerne Geschichten.,I like to read and write stories.,334.536805011862,0.928824827188346
263,erzählen,verb,,to tell,Susanne erzählt mir gerne Geschichten.,Susanne likes to tell me stories.,331.875492773995,0.909722533275081
264,entstehen,verb,,"to originate, develop",Neben unserem Haus entsteht ein neues Gebäude.,Next to our house a new building is being built.,329.756299695694,0.900056237159575
265,sicher,adj,,"safe, secure, certain",Sie machen das Haus sicher.,They make the house safe.,328.672061376563,0.941129935690971
266,neben,prep,,"next to, beside",Max steht neben Anja.,Max is standing next to Anja.,327.932807977155,0.948486702347193
267,"allein, alleine",adv,,alone,Ohne Freunde ist man allein.,"Without friends, you’re alone.",327.341405257629,0.949495999091155
268,"Abbildung, Abb.",noun,die,illustration,Die Abbildung Nummer eins zeigt ein gutes Beispiel.,Figure number one shows a good example.,327.193554577748,0.798588388674037
269,hinter,prep,,"behind, in back of",Der Garten ist hinter dem Haus.,The garden is behind the house.,325.370062859209,0.915230474404133
270,besonders,adv,,particularly,Das Spiel ist heute besonders spannend.,The game is particularly exciting today.,323.645138260592,0.951281424526874
271,tragen,verb,,"to carry, wear",Ich trage eine Hose.,I’m wearing pants.,323.645138260592,0.950744745824048
272,kaum,adv,,hardly,"Das Licht ist so hell, ich kann kaum etwas sehen.",The light is so bright I can hardly see anything.,321.575228742251,0.942507073388333
